# Interpolation Stats: MSE mean and variance and (variance/mean)*100
angle_left_e0 : 	0.000000240904712	0.000000000000127	0.00005 %
angle_left_e1 : 	0.000000633349969	0.000000000001521	0.00024 %
angle_left_s0 : 	0.000001052017762	0.000000000010017	0.00095 %
angle_left_s1 : 	0.000000519389148	0.000000000002111	0.00041 %
angle_left_w0 : 	0.000000592995457	0.000000000005103	0.00086 %
angle_left_w1 : 	0.000001797236551	0.000000000024133	0.00134 %
angle_left_w2 : 	0.000001705392105	0.000000000037681	0.00221 %
velocity_left_e0 : 	0.000150829229380	0.000000061675049	0.04089 %
velocity_left_e1 : 	0.000243421130714	0.000000126062922	0.05179 %
velocity_left_s0 : 	0.000135817739745	0.000000044587499	0.03283 %
velocity_left_s1 : 	0.000137047064748	0.000000037694027	0.02750 %
velocity_left_w0 : 	0.000166281729892	0.000000048057633	0.02890 %
velocity_left_w1 : 	0.000291034443492	0.000000142414138	0.04893 %
velocity_left_w2 : 	0.000348574132333	0.000001300033141	0.37296 %
effort_left_e0 : 	0.004064166730060	0.000043293253120	1.06524 %
effort_left_e1 : 	0.001741125112273	0.000005447255126	0.31286 %
effort_left_s0 : 	0.008144579705573	0.000202159423083	2.48213 %
effort_left_s1 : 	0.003162501709490	0.000047114865741	1.48980 %
effort_left_w0 : 	0.000282777702717	0.000000190244031	0.06728 %
effort_left_w1 : 	0.000636187053346	0.000001705314945	0.26805 %
effort_left_w2 : 	0.000245288226047	0.000000191675119	0.07814 %
