# Interpolation Stats: MSE mean and variance and (variance/mean)*100
angle_left_e0 : 	0.000000311754916	0.000000000000157	0.00005 %
angle_left_e1 : 	0.000000560628948	0.000000000003113	0.00056 %
angle_left_s0 : 	0.000000746108259	0.000000000010544	0.00141 %
angle_left_s1 : 	0.000000503104402	0.000000000001884	0.00037 %
angle_left_w0 : 	0.000004387431794	0.000000001066459	0.02431 %
angle_left_w1 : 	0.000001624966438	0.000000000064294	0.00396 %
angle_left_w2 : 	0.000001818388187	0.000000000066943	0.00368 %
velocity_left_e0 : 	0.000119441100910	0.000000042665962	0.03572 %
velocity_left_e1 : 	0.000199647681060	0.000000081391229	0.04077 %
velocity_left_s0 : 	0.000165664477648	0.000000062675457	0.03783 %
velocity_left_s1 : 	0.000105226329958	0.000000026449163	0.02514 %
velocity_left_w0 : 	0.000137312536445	0.000000094721040	0.06898 %
velocity_left_w1 : 	0.000264785380542	0.000000422002026	0.15938 %
velocity_left_w2 : 	0.000215822780894	0.000000540806997	0.25058 %
effort_left_e0 : 	0.004448528593662	0.000034573289306	0.77718 %
effort_left_e1 : 	0.006329296087378	0.000687961777914	10.86948 %
effort_left_s0 : 	0.007337765386780	0.000089628094033	1.22146 %
effort_left_s1 : 	0.004795204728358	0.000678734391937	14.15444 %
effort_left_w0 : 	0.000506355145027	0.000002773283839	0.54770 %
effort_left_w1 : 	0.001003522499678	0.000012433374478	1.23897 %
effort_left_w2 : 	0.000213162480281	0.000000087358022	0.04098 %
