# Interpolation Stats: MSE mean and variance and (variance/mean)*100
angle_left_e0 : 	0.000000348253694	0.000000000000218	0.00006 %
angle_left_e1 : 	0.000001248442741	0.000000000011139	0.00089 %
angle_left_s0 : 	0.000000424947133	0.000000000000896	0.00021 %
angle_left_s1 : 	0.000000148595549	0.000000000000037	0.00003 %
angle_left_w0 : 	0.000000430804782	0.000000000002306	0.00054 %
angle_left_w1 : 	0.000002157563994	0.000000000062242	0.00288 %
angle_left_w2 : 	0.000000973589035	0.000000000012286	0.00126 %
velocity_left_e0 : 	0.000128964498310	0.000000060851603	0.04718 %
velocity_left_e1 : 	0.000127767543074	0.000000064241288	0.05028 %
velocity_left_s0 : 	0.000160135926594	0.000000085205991	0.05321 %
velocity_left_s1 : 	0.000087469935609	0.000000021865001	0.02500 %
velocity_left_w0 : 	0.000234224788858	0.000000122541899	0.05232 %
velocity_left_w1 : 	0.000260524030256	0.000000167788009	0.06440 %
velocity_left_w2 : 	0.000125360863309	0.000000018968426	0.01513 %
effort_left_e0 : 	0.005643386884507	0.000095053748562	1.68434 %
effort_left_e1 : 	0.002040568785963	0.000007651618197	0.37497 %
effort_left_s0 : 	0.006016809815398	0.000069129113524	1.14893 %
effort_left_s1 : 	0.001782749927162	0.000004722037469	0.26487 %
effort_left_w0 : 	0.000378470628547	0.000000405943666	0.10726 %
effort_left_w1 : 	0.000600196036536	0.000002997565658	0.49943 %
effort_left_w2 : 	0.000251185714317	0.000000108066170	0.04302 %
