# Interpolation Stats: MSE mean and variance and (variance/mean)*100
angle_left_e0 : 	0.000000375314257	0.000000000000351	0.00009 %
angle_left_e1 : 	0.000000389308150	0.000000000000629	0.00016 %
angle_left_s0 : 	0.000000407675682	0.000000000000875	0.00021 %
angle_left_s1 : 	0.000000156223646	0.000000000000047	0.00003 %
angle_left_w0 : 	0.000000296820870	0.000000000001630	0.00055 %
angle_left_w1 : 	0.000000592056215	0.000000000004613	0.00078 %
angle_left_w2 : 	0.000000346404994	0.000000000000816	0.00024 %
velocity_left_e0 : 	0.000136124897515	0.000000049302739	0.03622 %
velocity_left_e1 : 	0.000161308269010	0.000000071050433	0.04405 %
velocity_left_s0 : 	0.000157548933440	0.000000054627168	0.03467 %
velocity_left_s1 : 	0.000107601587018	0.000000033362096	0.03101 %
velocity_left_w0 : 	0.000080036238583	0.000000008419327	0.01052 %
velocity_left_w1 : 	0.000204916887081	0.000000073139112	0.03569 %
velocity_left_w2 : 	0.000163021292678	0.000000078569953	0.04820 %
effort_left_e0 : 	0.004556774916872	0.000042654182877	0.93606 %
effort_left_e1 : 	0.001776078488173	0.000013493275685	0.75972 %
effort_left_s0 : 	0.005776354453344	0.000098279291557	1.70141 %
effort_left_s1 : 	0.004135042613980	0.000676249018751	16.35410 %
effort_left_w0 : 	0.000119350198611	0.000000039868452	0.03340 %
effort_left_w1 : 	0.000577658363890	0.000003371818265	0.58370 %
effort_left_w2 : 	0.000204679014956	0.000000090981021	0.04445 %
