# Interpolation Stats: MSE mean and variance and (variance/mean)*100
angle_left_e0 : 	0.000000168952911	0.000000000000060	0.00004 %
angle_left_e1 : 	0.000000408212469	0.000000000000669	0.00016 %
angle_left_s0 : 	0.000000329219224	0.000000000000576	0.00017 %
angle_left_s1 : 	0.000000341335245	0.000000000000383	0.00011 %
angle_left_w0 : 	0.000000303128118	0.000000000000296	0.00010 %
angle_left_w1 : 	0.000001439824678	0.000000000013117	0.00091 %
angle_left_w2 : 	0.000000500689282	0.000000000001455	0.00029 %
velocity_left_e0 : 	0.000134882023864	0.000000026582105	0.01971 %
velocity_left_e1 : 	0.000100820517314	0.000000019561284	0.01940 %
velocity_left_s0 : 	0.000125004074219	0.000000041097472	0.03288 %
velocity_left_s1 : 	0.000124974792387	0.000000032801218	0.02625 %
velocity_left_w0 : 	0.000129700455592	0.000000037270987	0.02874 %
velocity_left_w1 : 	0.000140745627028	0.000000042911425	0.03049 %
velocity_left_w2 : 	0.000228962431876	0.000000147236655	0.06431 %
effort_left_e0 : 	0.004183804027707	0.000054602365187	1.30509 %
effort_left_e1 : 	0.001591536938664	0.000005742117681	0.36079 %
effort_left_s0 : 	0.005141327379807	0.000044323579203	0.86210 %
effort_left_s1 : 	0.001157781511161	0.000006217030304	0.53698 %
effort_left_w0 : 	0.000526029111838	0.000004522955385	0.85983 %
effort_left_w1 : 	0.000635070679702	0.000006881984312	1.08366 %
effort_left_w2 : 	0.000218506774768	0.000000107119057	0.04902 %
