# Interpolation Stats: MSE mean and variance and (variance/mean)*100
angle_left_e0 : 	0.000000581454111	0.000000000001175	0.00020 %
angle_left_e1 : 	0.000001304215609	0.000000000015611	0.00120 %
angle_left_s0 : 	0.000001717251906	0.000000000024315	0.00142 %
angle_left_s1 : 	0.000000220524064	0.000000000000213	0.00010 %
angle_left_w0 : 	0.000000124197683	0.000000000000042	0.00003 %
angle_left_w1 : 	0.000000412455114	0.000000000000572	0.00014 %
angle_left_w2 : 	0.000001611097921	0.000000000030635	0.00190 %
velocity_left_e0 : 	0.000166247916691	0.000000036872758	0.02218 %
velocity_left_e1 : 	0.000148052642476	0.000000041274309	0.02788 %
velocity_left_s0 : 	0.000103714942090	0.000000018791439	0.01812 %
velocity_left_s1 : 	0.000112008218269	0.000000032767276	0.02925 %
velocity_left_w0 : 	0.000091469840459	0.000000017332675	0.01895 %
velocity_left_w1 : 	0.000197127897813	0.000000113298930	0.05747 %
velocity_left_w2 : 	0.000436258116815	0.000004614149023	1.05766 %
effort_left_e0 : 	0.005854583312922	0.000056291482670	0.96149 %
effort_left_e1 : 	0.001544328429734	0.000008211242926	0.53170 %
effort_left_s0 : 	0.006027426319405	0.000083360927764	1.38303 %
effort_left_s1 : 	0.001456343869864	0.000004814344786	0.33058 %
effort_left_w0 : 	0.000229502826043	0.000000295880441	0.12892 %
effort_left_w1 : 	0.000621478307601	0.000002069109642	0.33293 %
effort_left_w2 : 	0.000247505515682	0.000000096106667	0.03883 %
